,PTT.BK,ADVANC.BK,CPALL.BK,SCC.BK,BDMS.BK,KBANK.BK,AOT.BK,CPF.BK,GULF.BK,MINT.BK
Timestamp,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close
8/15/2018,51,193.5,69.25,446,25.5,213,64.75,25.25,65,37.75
8/16/2018,50.5,194.5,70.5,444,25.5,212,64.75,26,66,36.75
8/17/2018,51.5,197,69.75,450,25.5,215,64.5,25.75,68,37.75
8/20/2018,52.25,200,70,460,26.5,216,65,26.25,69.5,37.5
8/21/2018,51.75,198,70,458,25.75,216,65.5,26.5,68.75,37.25
8/22/2018,51.75,198,69.75,456,26,217,65.5,26,69,37.25
8/23/2018,52,199.5,69.5,458,26.5,217,66,26.5,68.75,37.5
8/24/2018,51.75,199,69,454,26.5,215,65.75,26.25,69.5,37.25
8/27/2018,52,200,69.25,456,26.75,218,66.25,26.5,69.25,37.75
8/28/2018,52.5,202,68.75,452,27,215,66,26.25,68.75,38.5
8/29/2018,52.5,203,69.25,452,26.75,215,66.25,26.25,68.75,39
8/30/2018,52,201,68.5,454,26.25,213,66.5,26,68.75,39.25
8/31/2018,52.5,202,67.5,452,26.25,211,66.75,25.75,68.25,39.5
9/3/2018,52.75,201,67.75,452,26.25,212,66.5,25.75,68,39.25
9/4/2018,52.25,201,67,452,26,212,65.5,26.25,68.25,38.75
9/5/2018,50.5,198.5,65.25,442,26.25,208,65,26,67,38.25
9/6/2018,50.5,198,67,440,26,210,65.5,26,68.25,38.75
9/7/2018,50,196.5,67,442,26.25,208,64.75,26,67.75,38.5
9/10/2018,50.25,199,66.5,440,26.5,208,64.25,26.25,69.25,38.25
9/11/2018,48.75,199.5,65.25,434,26,203,62,25.5,68.25,38
9/12/2018,49.5,200,65.5,434,26.25,206,62.25,25.75,68.25,38
9/13/2018,52,201,68.5,442,26.25,214,64.5,26.25,69.5,38.5
9/14/2018,51.75,200,68.5,444,25.75,217,64.5,25.75,70.5,39.5
9/17/2018,51,201,68,442,25.75,212,64.5,25.25,71.75,39.5
9/18/2018,52,204,68.5,448,26,216,66,25.75,73,40
9/19/2018,52.5,201,71,454,26,216,66,25.5,74.5,40.25
9/20/2018,53.5,201,70.5,450,25.25,214,66.25,25.75,74,40
9/21/2018,53.75,202,69.5,458,25.25,217,66.5,25.5,74,39.75
9/24/2018,54,200,69.25,452,25.25,215,66,25.25,73,40
9/25/2018,54,199.5,70,454,25.25,215,66.5,25.25,72,40.5
9/26/2018,54.25,202,70,452,25.5,213,65,25,74.75,40.75
9/27/2018,54,202,69.25,450,25.5,214,65.25,25,75.25,40.5
9/28/2018,54.25,201,69,446,25.5,216,65.5,25.25,76.25,41
10/1/2018,54.75,200,69.5,448,25.25,215,65,24.8,76,41.75
10/2/2018,54.5,199.5,69.75,442,25,213,64.5,24.8,77.5,40.75
10/3/2018,53.5,199,69.5,440,25,213,64.25,24.8,76,40.5
10/4/2018,53,199,69.25,436,25,214,63.5,24.6,75,39.5
10/5/2018,52.5,198.5,69.25,432,25,211,63,24.5,73.5,39.5
10/8/2018,51.75,197,68.5,428,24.9,209,62.25,24.2,71,38.25
10/9/2018,52.25,195.5,68.75,424,24.8,210,62.25,24.2,74,38.75
10/10/2018,54,198.5,69,426,25.25,213,63,24.4,75.25,39.25
10/11/2018,51,196,67.25,422,24.8,209,62.5,23.9,74,38
10/12/2018,51.5,196,67.25,420,24.9,209,63.5,24.1,74.5,38.75
10/16/2018,51,197.5,67.5,418,25,209,63.5,24.5,75.25,38.25
10/17/2018,51,196,67.25,420,25,207,62.75,24.5,75.5,38.5
10/18/2018,51,196.5,66.5,416,25,206,62,24.4,75,37.75
10/19/2018,50.5,197,65.25,414,25,202,61,24.4,75.75,38.5
10/22/2018,50.25,195,65,412,25,207,61.5,24.1,75.25,38
10/24/2018,48.5,191,63,408,24.4,205,61,24.2,74.75,36.75
10/25/2018,49.5,192.5,63.5,420,24.7,209,61.75,24.3,76,36.75
10/26/2018,48.25,193,63.75,408,24.3,206,61,24.1,75.5,36.5
10/29/2018,48.75,194.5,65.25,406,24.4,199.5,62.25,24.4,76,35
10/30/2018,49.25,192,65.75,410,24.4,196.5,62.5,24.8,77,35.25
10/31/2018,51,196,67.25,418,24.5,199.5,64,25.25,78,36.5
11/1/2018,49.5,196.5,68,416,24.8,203,63.75,25,77.75,36.25
11/2/2018,49.75,189,68.5,426,24.8,204,64.25,25.25,77.5,37
11/5/2018,49.25,184.5,67.5,422,25,201,64.5,25.25,77,37.5
11/6/2018,49.75,181.5,68.25,428,24.8,204,65.25,25,76.5,36.75
11/7/2018,50.25,184,67.75,432,25,206,65,25.25,78.25,37.25
11/8/2018,50.75,183,68,432,25,206,65.5,25.25,78.5,37
11/9/2018,49.75,182,68.25,432,24.8,207,65,25,78.5,36.75
11/12/2018,49.75,181.5,67.75,426,24.6,201,64.75,25.25,78.5,36.75
11/13/2018,50,181.5,69.5,436,24.4,202,65.25,25.25,78.5,35.75
11/14/2018,49,181,69.75,440,24.6,200,65.5,25.25,77.5,35.75
11/15/2018,48.75,177.5,68.5,438,25.25,199,64.75,24.6,76.75,36
11/16/2018,48.75,176.5,69.25,436,25,198.5,64.5,25,75.5,35.75
11/19/2018,48.75,180.5,69.5,440,25,196.5,65.25,25,75.5,35
11/20/2018,48.5,177.5,68.75,436,25.25,192,64,24.8,74.25,34.5
11/21/2018,48.25,177.5,68.25,438,25.5,193.5,63,25,74.75,34.25
11/22/2018,48,177,68.75,440,25.75,190.5,61.5,24.8,71.75,34.25
11/23/2018,48.75,177.5,68.5,444,26,192.5,63,25,75.75,35
11/26/2018,48.5,178,68.75,448,26,193.5,63.75,25.25,76.5,35.25
11/27/2018,48.75,178,68.75,440,26.25,195,63.25,25.5,75.75,35.75
11/28/2018,49,181.5,68.75,448,26.25,191.5,64.25,25.5,76.25,35.75
11/29/2018,49.25,176.5,68.5,442,26.25,192,64.75,25,76,35.75
11/30/2018,49.25,178.5,68.25,442,26.75,193.5,63.75,25,75.75,36.25
12/3/2018,51.75,179,71.5,442,26.75,196.5,65.75,25.5,76.25,36.25
12/4/2018,51.5,176.5,71.75,444,26.75,198,66,25.5,76.5,36
12/6/2018,50.25,177,70.75,440,26.75,193.5,65.25,25.25,75,35.75
12/7/2018,49.5,175,71.5,440,26.75,192.5,65.25,25.25,76,35.75
12/11/2018,49.25,173,70.25,440,26,191,63.5,25,75.75,35
12/12/2018,49,172.5,70.75,440,25.75,190,64.5,25,76.75,35.25
12/13/2018,47.5,166.5,70.75,424,26.25,188,63.25,24.7,75.75,35.25
12/14/2018,47.75,170,71,428,26,185,63,24.8,76.75,35
12/17/2018,48,171,70,428,26.5,185,63.25,24.7,76.25,34.75
12/18/2018,47.25,168,70.25,422,26.25,185,62.75,24.7,77,34.5
12/19/2018,47,172.5,70,430,27,188.5,63.75,24.9,77.5,35.25
12/20/2018,46.75,173.5,70,432,26.75,188,64.5,24.9,80.5,35.25
12/21/2018,47.5,173,69.25,438,26.75,188,64.5,24.7,80,34.25
12/24/2018,47.5,172.5,69.5,426,26.5,185.5,65,24.7,79.75,34.75
12/25/2018,45.25,171,69,428,26,182.5,62.75,24.5,77.5,34.25
12/26/2018,45.5,170.5,69,430,26.25,183,64,24.1,78.5,34
12/27/2018,45.5,169.5,68.75,432,24.5,182.5,63.25,24.1,77.75,33.75
12/28/2018,46,172.5,68.75,436,24.8,185,64.25,24.6,81.5,34
1/2/2019,46.25,173.5,70.25,436,24.5,185,64.25,24.8,83.5,33.75
1/3/2019,45.5,172.5,70.5,434,24.6,186,63.5,25,82.5,33.75
1/4/2019,46.75,177,72.25,436,25,186,64.5,25,83.25,34
1/7/2019,48,177,73,436,25.25,188,64.25,25.25,83.75,34.75
1/8/2019,48,177.5,72.5,430,24.7,186.5,64.75,25.5,86,34.75
1/9/2019,48.25,178.5,72.5,434,22.7,186,66,25.25,85.25,34.75
1/10/2019,48.75,174,74,428,22.8,180,66,25.75,83.75,35.5
1/11/2019,49.25,169,74.75,430,22.9,181.5,68.5,25.75,84,35.75
1/14/2019,48,169,74.5,432,23.5,181,68.25,25.75,85,35.25
1/15/2019,47.75,172,74.25,432,23.5,182,66.5,26,81.75,35.25
1/16/2019,47.5,171.5,74.25,426,23.8,183,67.75,26.25,82.75,35.25
1/17/2019,47.25,171,74.25,438,23.6,184.5,67.75,26.75,83.25,35.5
1/18/2019,48.25,172,74.75,442,23.6,183,68.5,26.5,84,36.5
1/21/2019,48.75,172,75.75,444,21.6,187.5,68.5,26.5,84,36.25
1/22/2019,49.5,171.5,75.25,446,22.7,189,68.5,27,84.75,37.25
1/23/2019,49.5,175,75.5,446,23,190.5,69.25,26.75,85.5,37.25
1/24/2019,49,177,77,450,23.6,192.5,68.25,27,85,37.75
1/25/2019,48.75,177,77.25,452,24.1,193.5,68.5,27.25,85.25,38
1/28/2019,48.75,177.5,77.5,466,24.2,193,68.5,27.25,84.5,38.75
1/29/2019,48.25,179.5,78.75,470,24.2,193.5,68.75,27.5,84.5,38.75
1/30/2019,48.25,179,78,472,23.9,193,69.75,27.25,85.5,38.75
1/31/2019,48.5,178.5,77.75,468,23.6,200,69,27.25,87,38.75
2/1/2019,49.5,180,77.25,464,23.7,201,69.75,27.25,88.5,38.5
2/4/2019,49.25,180,77.75,462,23.8,202,69.25,27.25,88.25,38.5
2/5/2019,49.25,179.5,78,464,23.8,200,70,27.25,87,38.75
2/6/2019,48.75,180,78.25,470,23.6,202,69.5,27.25,88,38.75
2/7/2019,49,183.5,76.5,466,23.3,202,69,27.5,87.5,38.5
2/8/2019,48.5,188,76.75,472,23.9,199,69,26.75,87.75,38
2/11/2019,48.25,181,76.75,468,23.4,196,68,26.75,87.75,37.75
2/12/2019,48.5,181,77.5,464,23.6,197,68,27.25,88.5,38.25
2/13/2019,49,182,77.5,470,23.7,197,69,27.5,89.25,38.75
2/14/2019,48.25,184.5,77.5,472,23.7,197,68.75,27.25,88.75,38.5
2/15/2019,48.25,183.5,77,462,23.8,195.5,67.25,26.75,88,38
2/18/2019,48.5,183.5,77.25,462,23.7,197,67,26.75,87.75,37.75
2/20/2019,49,177.5,77,472,24.3,194.5,68.5,26,88.75,38
2/21/2019,48.75,178,76.75,472,24.1,196,68.5,26.5,89.75,37.25
2/22/2019,49.25,178.5,78.75,478,24,195,68.75,26.5,92.25,37.75
2/25/2019,49.75,179.5,80.25,476,24.3,198,69,26.5,91.75,37.5
2/26/2019,49,183.5,80,472,24,199,69,26.25,90.5,37.25
2/27/2019,49.25,182.5,78.5,472,24.1,199,68.75,26.5,91.5,38.5
2/28/2019,48.5,182,77.75,474,23.6,197.5,67.5,26.25,90.5,38.75
3/1/2019,48.75,182.5,77.75,468,23.6,196.5,67.5,26,89.5,39
3/4/2019,48.75,181,77.25,470,23.6,194.5,66.75,26.25,88.5,38.75
3/5/2019,48.75,181,77.5,472,23.5,193.5,67.25,26,89,38.25
3/6/2019,47.5,179,76.5,466,23.3,189.5,67.75,25.75,88.25,38
3/7/2019,47.75,180,77.5,468,23.4,192,67.75,25.75,88.5,38.5
3/8/2019,47.5,179.5,77.25,472,23.5,193,67.75,25.75,89.75,38.5
3/11/2019,47.25,179,77.25,474,23.5,192.5,67.75,25.5,89.25,38.25
3/12/2019,47.25,179.5,76.75,476,23.7,193,67,25,89.5,38.5
3/13/2019,47.75,181,77.5,480,23.8,192.5,68.75,26,91.5,39
3/14/2019,48,180.5,77.25,482,23.6,192.5,69,26,91,39.25
3/15/2019,48.25,180.5,75.5,478,23.5,189,68,26.5,90.5,38.25
3/18/2019,47.75,180.5,74.25,478,23.5,189,67,26,90.25,38
3/19/2019,48.5,182,75.5,480,23.4,191,67.75,25.5,90.5,38.5
3/20/2019,48.25,182.5,76,476,23.8,191.5,67.5,25.5,90.75,38.5
3/21/2019,48.25,184.5,75.5,476,24.1,191.5,67.75,25.75,92.25,38.75
3/22/2019,48.75,186,76,484,24.5,193,68.25,26.25,92.5,39
3/25/2019,47.75,181.5,74,482,24.2,190.5,67.75,25.75,91,38.5
3/26/2019,48,182,74,484,24.6,192.5,67.75,26,93.75,38.5
3/27/2019,47.5,182.5,74.25,484,24.4,192,67.5,25.5,95.5,38.25
3/28/2019,47.5,184.5,74.25,486,24.6,188,67.75,25.75,95.75,38.25
3/29/2019,48,184,74.75,482,24.8,187.5,68,25.5,95.5,39
4/1/2019,48,185,75.75,488,25,186.5,67.25,25.5,98,39.25
4/2/2019,48,186.5,76.25,488,25.25,189,67.5,26,98.25,39.5
4/3/2019,48.25,186.5,76,476,25.25,189.5,67.5,26,97.25,38.5
4/4/2019,48,185.5,75.25,476,25,189,67.25,26,97.25,37.75
4/5/2019,47.75,186,76.25,476,25,190,67.25,25.75,98.75,38
4/9/2019,48,187.5,77,474,24.9,193,68,26,99,38
4/10/2019,48.25,191,77,466,24.9,193,68.25,25,100.5,37.25
4/11/2019,48.25,190.5,77.25,454,25,190.5,68,25.25,100.5,37.5
4/12/2019,48,191,77,458,25,191,68.25,25.5,101,37.25
4/17/2019,48.5,192.5,77.25,462,25.25,191.5,68.5,25.5,100,37.5
4/18/2019,48.75,191.5,77,460,25.75,193,68.75,25.75,101.5,38
4/19/2019,48.5,190,77.25,460,25.75,190,69,25.75,101,37.75
4/22/2019,49.25,188,77.5,458,25.25,190.5,68.5,25.75,100.5,37.5
4/23/2019,49.5,189,77.5,454,25,191.5,68.5,25.75,99.25,37.75
4/24/2019,49.5,192,78,456,25.25,193,68.25,25.5,100,38
4/25/2019,49.5,190,76.75,456,25.25,193,68,26.25,104,37.75
4/26/2019,49.25,188.5,76.75,454,25.5,190.5,68,26,105.5,37.25
4/29/2019,48.75,189,77,458,25.75,190,68,26,103.5,37.25
4/30/2019,48.75,190,77.5,462,25.5,191,68.5,27.25,104.5,37.5
5/2/2019,49,190.5,77.5,460,25.5,192.5,68.75,28.25,106.5,37.5
5/3/2019,49.25,190,77.5,460,25.75,192.5,69.25,28.25,107,37.75
5/7/2019,48.75,188.5,76.25,462,25.5,190.5,68.5,28.25,106.5,37.5
5/8/2019,48,189,76,458,25.25,188.5,68.25,28,105.5,36.75
5/9/2019,47.5,189,75.75,458,24.7,187.5,67.75,27.25,105,36.25
5/10/2019,47.75,190,76.75,460,24.9,187,67.75,27.75,105,36.5
5/13/2019,47.5,188.5,76.25,460,24.6,187,68.25,27.75,106,36.5
5/14/2019,47.25,187.5,77.25,460,24.7,187.5,68,27.5,103,36.25
5/15/2019,47.25,186.5,76.5,460,25,187.5,67.5,26.25,102.5,37
5/16/2019,47,186.5,76.25,460,24.9,186.5,68,26.5,97.75,36.75
5/17/2019,46.5,186,76.75,454,25.25,186,67.25,27,97.25,36.75
5/21/2019,46.25,190,76.25,460,25.75,188,66.75,26.75,97.5,37
5/22/2019,46.5,190,78.25,470,26.25,189,66.75,27.25,99,37.5
5/23/2019,45.75,189,77.75,462,26,187.5,66.75,27,98,37.25
5/24/2019,45.75,190.5,79,464,25.75,189,65.75,27.5,99.75,37.75
5/27/2019,46.25,189.5,81,468,26,189.5,66.5,27.5,102.5,38
5/28/2019,47.25,192,80.5,460,26.5,186.5,67,27,103.5,38.5
5/29/2019,46.5,192,79,448,26,183.5,66.5,27,102,37.75
5/30/2019,46.25,192,79,450,26,184.5,66.5,27,103,38.25
5/31/2019,46.25,193,79.75,452,25.5,186.5,63.75,27.75,103,38.75
6/4/2019,46.5,193.5,81.75,458,26.25,190,65,28,105.5,38.5
6/5/2019,47,195,82,460,26,192.5,64.75,27.75,105.5,38.75
6/6/2019,47,194.5,81.75,462,26,192.5,65,28,105.5,39
6/7/2019,47,194.5,81.25,460,26,191,66,28,105,38.5
6/10/2019,47.25,195.5,82,460,26,192,66,28,107.5,39.5
6/11/2019,47.5,196,81.75,460,26,193,66.25,28.5,109.5,39.75
6/12/2019,47,197.5,81.75,460,26,193.5,66.5,28.25,110.5,39.75
6/13/2019,47,199,82.75,462,26,193.5,66.5,28.75,108.5,39.5
6/14/2019,46.5,198.5,83,458,26,193.5,66.75,28.75,109.5,39.5
6/17/2019,46.5,196.5,82.5,460,25.75,191.5,66.5,28.25,110.5,38.75
6/18/2019,47.5,199,84.25,462,26,190,68,28.5,113.5,39.25
6/19/2019,48,203,84.25,468,25.75,192.5,73.75,28.5,113.5,39.75
6/20/2019,48.75,204,85,470,25.75,193.5,74.25,28.5,115.5,39.5
6/21/2019,49,206,85.5,472,25.5,192,74.5,28,114.5,39.5
6/24/2019,49,205,85,468,25.5,190.5,75.5,27.75,117,39.5
6/25/2019,48.75,207,85.25,470,25.75,191,75,28.25,119,39.25
6/26/2019,48.5,206,85.75,472,25.75,188.5,74,28.25,123,38.75
6/27/2019,48.75,214,86,472,26,188.5,74,28.25,123,41
6/28/2019,48.75,218,86,472,26,188,73.5,28.25,123,41
7/1/2019,49.5,213,86,474,26,188.5,74.25,28.5,127.5,42.25
7/2/2019,48.5,212,86.75,472,25.75,188.5,74,29,129.5,41.75
7/3/2019,48.25,213,86.5,470,25.75,189,75,29.75,128.5,42
7/4/2019,48.25,212,85.5,468,25.75,187,74.25,29.75,125.5,41.25
7/5/2019,48.25,211,86.5,462,25.75,187.5,74.75,30,125.5,41.25
7/8/2019,48.25,212,86.5,462,25.5,187,74,30.25,126.5,41.25
7/9/2019,47.75,212,86.25,464,25,186.5,73.5,30,124.5,41
7/10/2019,48.25,217,87.75,456,25.5,188.5,74.25,30,128,41.5
7/11/2019,48.25,216,87.5,458,25.5,187.5,73.75,29.75,127.5,41.25
7/12/2019,47.75,212,87.25,454,24.8,188,74,29.75,125.5,41
7/15/2019,47.75,215,87.5,458,24.5,185.5,73.75,28.75,126.5,40.75
7/17/2019,48,216,87.25,454,24.8,183.5,73.5,28.75,125,40.75
7/18/2019,47.75,215,87.25,452,24.9,180,73,28.75,128,40.75
7/19/2019,47.75,218,87.75,450,25,180,72.75,29.25,127.5,42.5
7/22/2019,47.75,216,86.75,452,24.9,179,71.5,28.75,127,40.75
7/23/2019,47.75,213,87.5,450,24.8,177,72.25,28.75,127,40.75
7/24/2019,47.75,216,87.5,448,24.8,178.5,72.25,28,127,40
7/25/2019,47.75,215,87.5,446,25.5,177,72,28,130,39.75
7/26/2019,47.25,213,86.5,440,25,174.5,71.75,27.5,128.5,40.25
7/30/2019,47.25,214,87,434,24.8,172,72,27.25,126.5,40
7/31/2019,47.25,213,86.75,434,25,172.5,72,27.75,126.5,40.25
8/1/2019,47.25,212,86.75,432,24.6,173,71.75,27.25,125.5,39.5
8/2/2019,46,212,86.75,430,24.9,176,70.75,27.25,123.5,39
8/5/2019,45.75,206,85.5,426,24.7,172.5,69.5,26.75,122,38.25
8/6/2019,45.5,215,85.5,422,25,173.5,69.25,27,123,38
8/7/2019,45,220,86,422,24.9,167.5,69.5,27.25,125,37.5
8/8/2019,44.25,219,87.5,414,25,165.5,71,27.75,124.5,38
8/9/2019,44.25,221,87,414,24.7,165.5,69.75,27.75,122,37.75
8/13/2019,43,223,84.5,410,24.3,164,67.25,27.25,118,36.5
8/14/2019,43.25,224,83.5,410,23.7,155,68.75,28.5,120.5,37.25
8/15/2019,42.25,216,82.5,406,23.3,155,69.5,28.75,120.5,37.25
8/16/2019,42.75,218,84.5,412,23.2,157.5,70.5,29,123.5,38.5
8/19/2019,43.25,218,84,414,23.1,161,71.5,28.75,123,38.5
8/20/2019,42.75,224,84.75,408,23.1,158,70.25,29.25,125,38.25
8/21/2019,43,228,86.5,410,23.1,155.5,70.25,29.5,133,38.75
8/22/2019,42.25,230,85.5,406,23.1,156,70.25,29.75,136.5,38.25
8/23/2019,42.5,232,86.75,412,23.7,159.5,71,29.75,138.5,38.25
8/26/2019,41,232,86.25,402,23.6,157,70.5,29.75,141.5,37.5
8/27/2019,40.75,229,84.75,402,23.5,154,71,29.75,142,37.75
8/28/2019,41,230,83.25,402,23.4,155.5,71.25,29.75,145.5,37.75
8/29/2019,43.25,231,83.75,408,23.4,158,71.25,29.5,141.5,38
8/30/2019,44.25,232,84,416,23.6,160,72,29.5,145,38
9/2/2019,43.5,228,83.5,410,23.6,160,72.5,29,158.5,38.75
9/3/2019,42.75,230,82.5,404,23.3,156.5,72,28,157,38.25
9/4/2019,43.5,234,84,408,23.7,156,74.25,29.25,156,39.25
9/5/2019,44.25,237,83.75,412,23.6,159,74.5,29.25,159.5,39.75
9/6/2019,44.5,235,84.5,418,23.7,158.5,74.25,29.25,158,38.75
9/9/2019,45,235,84.25,424,24.5,160.5,74.25,29,159,38.5
9/10/2019,45.5,228,83,424,24.5,165.5,74.25,27.75,158,38.25
9/11/2019,45.75,229,84,436,24.7,169,74.25,28.5,152.5,39
9/12/2019,45.5,221,83,438,24.3,169.5,73,28.25,147,38.5
9/13/2019,45.5,223,82.75,438,24.2,165.5,72,28.25,149,38.25
9/16/2019,47,223,82,426,23.9,163,73.5,27.5,156.5,37.75
9/17/2019,47.25,225,82.75,414,23.2,160.5,73.5,26.25,154.5,38
9/18/2019,45.75,229,82.75,418,23.4,164,74,26.75,156,38
9/19/2019,45.25,224,81.75,416,24,165,74,26.25,153.5,36.25
9/20/2019,45.5,222,81.25,414,23.8,165,73.75,26.25,153,37
9/23/2019,45.75,211,80.75,416,23.6,162.5,72.5,26.25,149.5,36.75
9/24/2019,46.25,218,79.75,414,23.7,162,73,26.75,154,37.25
9/25/2019,46,215,80,410,23.7,161.5,73.75,26.25,152,37.25
9/26/2019,46,220,79.75,412,24,159.5,73.75,26.5,157.5,37.5
9/27/2019,46,221,81.5,412,24.1,161,74.25,26.5,157.5,37.5
9/30/2019,46.25,220,81.25,408,24.2,156.5,74.75,26.25,160,37.5
10/1/2019,45.75,219,80,408,24,157,74.25,26,158,36.75
10/2/2019,45.75,220,80.5,408,23.8,152,73,26,156.5,36.5
10/3/2019,45.5,221,81.5,399,23.8,150.5,73.25,25.75,158,36.25
10/4/2019,45.75,224,80.75,398,23.6,148.5,73.25,25.75,157,36
10/7/2019,46,222,80.75,389,23.6,151.5,74,26.25,158,36.5
10/8/2019,45.75,226,80.25,386,23.5,150.5,73.75,25.5,157.5,36.75
10/9/2019,45.75,228,80.25,385,23.4,149.5,74.5,26.25,160.5,36.75
10/10/2019,44.5,226,79.75,372,23.3,148,73.75,26.25,159.5,35.5
10/11/2019,45.25,229,81,372,23.4,147.5,75,26.5,167,36
10/15/2019,45,234,81.25,374,23.6,151,75.5,26.5,170,36
10/16/2019,45,236,81.5,369,23.5,153.5,77,27,171,36.25
10/17/2019,44.25,230,82.25,366,23.5,156,77,26.5,175.5,37
10/18/2019,44.5,231,82.75,369,23.3,153,77.25,26,174,36
